@RELATION 'cellcycle0.names'

@ATTRIBUTE cln3-1 numeric
@ATTRIBUTE cln3-2 numeric
@ATTRIBUTE clb2-2 numeric
@ATTRIBUTE clb2-1 numeric
@ATTRIBUTE alpha0 numeric
@ATTRIBUTE alpha7 numeric
@ATTRIBUTE alpha14 numeric
@ATTRIBUTE alpha21 numeric
@ATTRIBUTE alpha28 numeric
@ATTRIBUTE alpha35 numeric
@ATTRIBUTE alpha42 numeric
@ATTRIBUTE alpha49 numeric
@ATTRIBUTE alpha56 numeric
@ATTRIBUTE alpha63 numeric
@ATTRIBUTE alpha70 numeric
@ATTRIBUTE alpha77 numeric
@ATTRIBUTE alpha84 numeric
@ATTRIBUTE alpha91 numeric
@ATTRIBUTE alpha98 numeric
@ATTRIBUTE alpha105 numeric
@ATTRIBUTE alpha112 numeric
@ATTRIBUTE alpha119 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_80 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_100 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_120 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_140 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_160 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_180 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_200 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_220 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_240 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE cdc28_0 numeric
@ATTRIBUTE cdc28_10 numeric
@ATTRIBUTE cdc28_20 numeric
@ATTRIBUTE cdc28_30 numeric
@ATTRIBUTE cdc28_40 numeric
@ATTRIBUTE cdc28_50 numeric
@ATTRIBUTE cdc28_60 numeric
@ATTRIBUTE cdc28_70 numeric
@ATTRIBUTE cdc28_80 numeric
@ATTRIBUTE cdc28_90 numeric
@ATTRIBUTE cdc28_100 numeric
@ATTRIBUTE cdc28_110 numeric
@ATTRIBUTE cdc28_120 numeric
@ATTRIBUTE cdc28_130 numeric
@ATTRIBUTE cdc28_140 numeric
@ATTRIBUTE cdc28_150 numeric
@ATTRIBUTE cdc28_160 numeric
@ATTRIBUTE elu0 numeric
@ATTRIBUTE elu30 numeric
@ATTRIBUTE elu60 numeric
@ATTRIBUTE elu90 numeric
@ATTRIBUTE elu120 numeric
@ATTRIBUTE elu150 numeric
@ATTRIBUTE elu180 numeric
@ATTRIBUTE elu210 numeric
@ATTRIBUTE elu240 numeric
@ATTRIBUTE elu270 numeric
@ATTRIBUTE elu300 numeric
@ATTRIBUTE elu330 numeric
@ATTRIBUTE elu360 numeric
@ATTRIBUTE elu390 numeric
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0

@DATA
0.01,0.04,-0.49,-0.38,-0.13,0.16,-0.17,-0.19,0.17,0.37,-0.3,0.24,0.08,-0.26,0.23,-0.11,0.2,-0.05,-0.06,-0.1,-0.1,0,-0.54,-0.54,0.14,-0.15,0.71,-0.23,0.11,-0.05,0.22,-0.59,0.01,-0.39,0.53,0.08,0.71,-0.19,-0.23,-0.07,0.49,0.22,0.16,-0.09,-0.32,-0.01,0.21,-0.07,-0.53,0.48,0.94,0.34,-0.28,-0.18,-0.29,-0.84,-0.31,0.04,-0.01,0.05,?,0.37,0.1,0.28,0.07,0.12,-0.25,-0.02,-0.12,0.14,0.25,-0.31,-0.06,0.18,-0.27,-0.08,0.08,1/1/4/0@1/2/4/0@4/5/1/4 %  ytydr253c
?,0.37,-0.34,?,-0.44,0.37,0.11,0.04,-0.35,0.08,-0.31,0.17,0.04,0.28,0.11,-0.16,0.03,-0.21,-0.25,0.14,0.25,0.12,-0.52,-0.31,0.3,-0.04,-0.12,-0.26,0.02,-0.35,-0.24,-0.43,0.11,-0.15,0.19,0.19,0.96,-0.07,0.15,-0.07,-0.02,0.57,0.01,0.13,-0.12,0.04,0.06,-0.78,-0.96,0.49,-0.03,0.46,0,0.06,0.28,-0.26,0.07,0.24,0.52,-0.01,?,-0.27,0.14,1.22,0.18,0.36,-0.44,-0.55,-0.4,-0.34,-0.13,-0.1,-0.06,0.03,0,0.21,0.03,3/3/1/0@40/10/0/0 %  ytydr254w
-0.06,-0.58,-0.25,-0.18,-0.39,?,0.08,0.13,-0.16,0.2,-0.3,-0.12,0.13,0.49,0.45,0.01,0.2,-0.26,-0.41,0.04,-0.1,0.01,-0.14,0.16,-0.1,-0.41,-0.26,-0.49,0.17,-0.24,-0.24,-0.2,0.12,-0.01,0.17,0.32,0.93,-0.09,0.52,-0.01,0.22,0.67,0.21,-0.35,-0.55,-0.43,0.44,0.38,0.38,0.54,0.07,0.33,-0.64,0.33,0.52,?,0,-0.04,-0.24,-0.38,-0.7,-0.64,-0.33,-0.22,0.24,0.49,-0.59,-1.04,-1.61,-0.63,0.29,0.5,0.08,-0.03,0.78,1.2,0.54,11/7/0/0@40/19/0/0 %  ytydr256c
0.06,0.23,-0.2,0.19,-0.27,0.8,0.63,0.15,-0.03,-0.03,-0.13,-0.25,-0.2,0.11,-0.16,-0.24,-0.24,-0.2,-0.13,0.46,-0.29,0.02,-0.29,-0.24,-0.41,0.55,0.07,0.27,-0.29,0.16,-0.24,-0.09,-0.5,-0.41,-0.32,-0.21,-0.06,0.24,-0.24,0.29,-0.13,-0.53,0.45,0.75,0.5,0.67,3.09,1.94,-0.78,-0.49,-0.9,-0.49,-1.64,-0.64,-0.37,-0.42,-0.18,-0.11,-0.07,-0.29,-0.04,0.62,0.77,1.86,0.52,-1.49,0.53,-0.96,-0.65,0.08,-0.33,-0.2,-0.44,-0.28,0.45,0.57,0.34,11/1/0/0@40/16/0/0@6/99/0/0 %  ytydr258c
1.16,1.45,-0.34,-0.51,-0.05,-0.35,0.04,-0.2,0.29,0.11,0.54,-0.12,0.03,-0.2,-0.18,-0.46,0,?,0.44,0.21,0.11,-0.2,0.67,-0.06,0.52,0.55,0.48,0.14,-0.26,-0.2,-0.6,-0.26,-0.39,0.32,0.19,0.22,0.03,0.24,-0.37,-0.03,-0.04,-0.41,-0.51,-0.08,-0.1,-0.04,-0.01,0.01,0.34,0.25,0.23,0.29,0.24,-0.27,-0.32,-0.37,-0.08,0,-0.07,?,-0.05,0.19,-0.4,-0.87,-0.59,-0.45,-0.62,0.03,-0.11,0.23,0.11,0.37,0.28,0.13,0.82,0.45,0.22,1/5/1/0@14/1/0/0@14/4/3/3@14/4/3/5@40/1/0/0 %  ytydr261c
0.55,-0.01,-0.15,-0.04,-0.08,-0.31,0.12,0,-0.01,-0.21,0.19,-0.05,-0.05,-0.26,0.32,0.14,0.06,-0.15,0.22,-0.15,0.12,0.1,-0.3,-0.04,0.27,0.11,0.24,-0.06,0.16,-0.07,0.15,-0.35,0.04,0.02,0.11,-0.12,0.05,-0.34,0.24,-0.37,0.27,0.09,0.47,-0.04,-0.26,-0.28,-0.88,-0.01,0.75,0.06,0.09,0.2,0.14,-0.42,-0.49,0.41,0.4,0.28,-0.02,?,-0.08,0.07,-0.52,-0.27,0.26,-0.18,-0.04,0.24,0.07,-0.02,-0.06,0.04,-0.1,-0.08,0.23,-0.04,-0.04,11/1/0/0 %  ytydr263c
0.48,0.69,0.99,1.06,0.21,-0.02,0.18,-0.2,0.17,-0.26,0.23,0,0.14,0.05,?,-0.17,0.09,-0.26,-0.03,0.05,0.03,-0.2,-0.27,0.29,-0.23,-0.65,0.02,-0.67,0.13,0.02,0.17,0.16,-0.01,0.62,-0.47,0.1,0.14,-0.3,-0.63,-0.04,0,0.38,0.98,0.11,0.12,0.01,-0.87,-1.04,0.06,1.07,0.35,0.04,-0.14,0.19,0.54,0.07,-0.29,-0.08,-0.18,-0.42,?,-0.02,0.71,-0.54,-0.24,-0.01,0.25,0.34,-0.03,-0.09,-0.05,0.13,0.08,-0.33,0.06,0.28,0.15,1/5/4/0 %  ytydr277c
-0.71,-0.58,-0.17,0.12,0.27,-0.34,-0.25,-0.28,0.12,-0.17,0.33,-0.17,0.29,0.26,0.08,-0.15,0.29,-0.17,0.03,-0.15,0.07,-0.06,0.64,0.57,0.25,0.44,-0.86,0.36,0.01,0.35,-0.66,0.59,0.02,0.28,-0.33,0.31,0.27,0.52,-0.27,0.48,-0.61,-1.29,-1.21,0.14,-0.08,0.07,-0.45,-0.22,-0.3,0.18,0.08,0.21,0.02,0.17,0.15,-0.11,0.12,0.2,-0.14,0.09,?,-0.28,0.28,0.27,-0.1,0.04,-0.15,0.26,0.16,-0.53,-0.03,0.01,0.06,0.17,-0.14,-0.17,0.14,4/1/4/0 %  ytydr280w
0.52,-0.49,-0.34,-0.42,0.22,-0.16,0.15,-0.05,0.3,-0.29,-0.11,0.22,0.15,-0.01,-0.09,-0.34,0.09,-0.35,0.48,0,-0.22,?,-0.24,0.22,0.08,-0.27,0.62,0.03,-0.31,-0.12,-0.1,-0.16,0.11,0.5,-0.14,-0.1,0.65,-0.55,0.73,-0.16,0.21,0.53,?,-0.07,-0.84,-0.6,-0.41,0.03,-0.51,-0.05,0.2,0.44,-0.13,0.19,0.44,-0.09,0.14,0.11,0.05,?,-0.17,-0.22,-0.01,-0.42,0.15,-0.48,0.45,-0.2,0.1,0.01,0.13,-0.1,0.12,-0.32,0.22,0.36,-0.03,40/3/0/0@5/7/0/0 %  ytydr283c
?,-0.22,-0.54,-0.58,-0.3,-0.05,0,0.35,-0.1,0.31,-0.17,0.08,0.08,0.23,0.24,-0.21,0.1,-0.23,-0.19,-0.08,-0.03,-0.02,-0.66,-0.73,-0.72,0.14,0.12,-0.29,0.24,-0.24,0.24,-0.29,0.32,0.16,0.42,0.48,0.41,-0.16,-0.03,-0.18,0.48,0.23,0.73,-0.39,0,-0.28,-0.05,-0.8,-0.72,-0.09,-0.72,0.02,-0.54,-0.16,0.13,0.18,0.54,0.45,0.13,0.58,?,0.43,0.62,0.12,0.13,0.49,-0.86,-0.32,-0.15,0.08,0.09,0.02,-0.05,0.13,0.12,0.05,0.16,1/6/10/0@14/1/0/0@3/3/3/0 %  ytydr284c
0.39,-0.51,-0.56,0.33,-0.07,0.09,-0.33,-0.18,-0.81,-0.42,-0.36,0.14,-0.23,0.39,1.95,-0.23,0.02,?,0.15,?,-0.11,?,0.24,0.08,-0.21,-0.1,0.34,-0.02,?,0.04,?,-0.46,-0.02,1.86,0.67,0.35,?,-0.92,?,-0.38,?,?,?,-0.67,-0.44,-0.36,0.6,0.69,0,0.23,-0.27,-0.01,-0.31,-0.08,0.09,-0.35,-0.07,-0.23,-0.43,0,?,-0.01,0.14,1.02,0.14,-0.1,0.49,-0.22,-0.22,0.55,-0.04,0.18,-0.51,0.08,-0.13,-0.73,-0.51,3/3/1/0@3/3/2/0@40/10/3/0 %  ytydr285w
0.15,-0.34,0,-0.49,0.09,0.25,-0.01,-0.12,-0.06,0.04,-0.57,-0.01,0.28,-0.17,0.66,-0.08,-0.2,-0.21,0.01,0.26,?,-0.17,-0.08,0.35,0.28,-0.14,-1.52,-0.2,?,0.01,?,-0.09,-0.22,1.05,?,0,?,-0.09,?,0.07,?,?,?,0.27,0.17,0.15,-0.43,0.08,0.07,-0.01,-0.21,0.36,0.44,-0.33,-0.17,-0.25,-0.24,-0.05,-0.09,0.39,?,0.47,-0.02,0.5,-0.07,-0.28,0.05,-0.09,-0.18,-0.09,0.08,0.03,-0.07,-0.16,0,0.26,0.03,29/99/0/0 %  ytydr289c
0,0.2,-0.15,0.15,-0.32,-0.19,-0.3,0.09,-0.27,0.1,-0.3,0.04,0.24,0.25,0.49,0.12,-0.05,-0.05,-0.21,0.19,-0.1,0.29,0.4,0.42,0.2,-1.15,-0.2,0,0.25,0,-0.22,0.02,0.05,0.12,-0.12,0.21,0.08,0.1,-0.22,-0.04,0.23,0.55,-0.65,0.03,0.02,-0.08,-0.49,-0.22,-0.17,-0.04,0.25,0.15,-0.12,0.15,0.08,0.09,0.08,0.13,-0.14,?,0.01,0.05,0.21,0.45,0.03,0.03,-0.96,-0.19,0.11,0.26,0.22,0.01,0.19,0.26,-0.08,-0.19,-0.14,40/7/0/0@6/4/0/0 %  ytydr292c
1.05,-0.32,-0.23,0,-0.02,0.02,-0.13,0.12,0.2,-0.12,-0.27,-0.15,0.14,-0.41,0.95,-0.23,-0.26,-0.24,0.59,0.46,-0.3,-0.36,0.19,0.19,0.47,-0.08,0.28,-0.08,-0.09,0.37,0.05,0.05,-0.04,-0.15,-0.08,-0.06,-0.04,-0.21,0.13,-0.06,-0.11,-0.11,-0.75,0.16,0.07,-0.11,-0.06,-0.6,-0.84,-0.16,0.48,0.34,0.08,0.27,0.13,-0.01,0.24,0.19,-0.11,?,-0.24,-0.08,0.37,0.22,-0.01,?,0.13,-0.49,-0.2,-0.1,0.04,-0.07,0.08,-0.29,0.35,0.35,0.01,11/1/0/0@14/1/0/0@14/4/3/1@3/3/1/0@40/3/0/0 %  ytydr293c
-0.47,-0.45,-0.29,-0.09,0.27,-0.52,-0.08,-0.35,?,-0.31,0.43,-0.11,0.29,0.19,0.15,0,0.34,-0.25,0.03,-0.05,-0.06,0.03,-1.23,?,?,1.91,?,?,?,?,?,?,?,?,-0.15,?,?,?,?,-0.36,?,?,?,?,?,-0.17,-0.11,0.37,0.38,0.21,-0.26,0.12,-0.03,-0.27,0,0.15,-0.24,-0.34,-0.24,?,-0.07,0.37,-0.03,-1.22,-0.26,-0.22,0.14,0.35,0.05,-0.28,-0.02,0.26,0.35,0.12,0.26,-0.04,0.51,1/1/1/0@40/3/0/0 %  ytydr300c
1.07,-0.15,-0.29,0.3,-0.2,-0.42,0.1,-0.23,0.09,0.2,0.17,-0.18,-0.04,-0.15,0.61,-0.17,0,-0.23,0.33,0.09,0.13,-0.1,-0.24,0.12,-0.07,-0.06,0.2,-0.26,0.38,-0.14,0.25,0.04,-0.35,1.01,-0.14,-0.15,0.29,-0.41,0.24,-0.19,0.38,-0.29,0.71,-0.45,-0.28,-0.6,-0.64,-0.06,-0.62,-0.35,0.04,0.42,-0.05,-0.14,0.29,0.34,0.07,-0.04,0.09,0.53,0.13,?,?,-0.39,0.05,-0.16,-0.06,0.15,-0.22,-0.16,-0.06,0.08,0.13,-0.06,0.35,0.15,0.21,4/5/5/0@40/10/0/0 %  ytydr301w
-0.18,0.14,0.06,-0.22,-0.16,-0.55,?,-0.01,?,0.35,0.47,0.71,-0.06,-0.33,-0.44,-0.26,0.2,-0.24,0.21,-0.11,0.51,-0.29,-0.27,-0.54,-0.13,0.37,0.32,0.37,0.29,0.06,-0.36,-0.04,0.1,0.17,0.43,0.22,0.7,0.39,0.33,0.4,-0.19,-1.68,-0.16,-0.41,-0.27,-0.11,-0.59,0.18,0.19,0.27,-0.01,0.44,0.46,-0.53,-0.18,-0.53,-0.51,-0.18,0.18,0.49,?,0.59,-0.27,0.12,-0.34,-0.15,-0.48,0.09,0.35,-0.01,0.32,0.05,-0.03,0.45,0,-0.34,-0.05,1/6/99/0 %  ytydr302w
0.41,-0.1,-0.64,-0.32,-0.6,-0.47,-0.06,-0.21,0.13,0.28,0.22,-0.07,0,-0.21,0.52,-0.13,-0.06,-0.06,0.39,0.16,0.32,-0.17,0.06,0.15,-0.07,-0.61,0.36,-0.12,0.89,-0.43,-0.17,-0.09,-0.41,1.34,0.03,0.19,0.51,-0.04,0.13,0.13,-0.05,-0.43,-0.25,-0.45,-0.47,-0.23,-0.59,-0.51,-0.23,-0.25,0.28,0.41,0.23,-0.14,-0.01,0.03,-0.08,0.08,0.13,0.41,?,0.22,0.02,-0.14,-0.21,-0.19,-0.14,0.14,-0.04,-0.02,0.14,0.14,0.08,0.06,0.1,0.06,0.02,4/5/1/4@40/3/0/0 %  ytydr303c
0.03,-0.42,-0.42,-0.27,-0.24,-0.1,0.34,-0.19,0.41,0.04,0.18,0.14,0.02,-0.35,-0.02,-0.45,0.37,-0.17,0.05,-0.07,0.21,-0.15,-0.12,0.17,0.25,-0.1,0.13,-0.21,0.13,0.03,-0.09,0.05,-0.41,0.82,-0.82,0.09,0.15,-0.12,-0.19,0.11,-0.31,-0.38,0.19,0.17,0.17,0.25,0.79,-0.12,-0.27,0.18,-0.03,0.21,0,-0.14,0.57,-0.68,-0.11,-0.12,0.06,-0.33,0.2,-0.01,-0.2,0.34,-0.08,0.02,-0.02,0.07,-0.22,-0.06,?,-0.02,-0.25,0.18,0.11,-0.12,0.04,1/3/99/0 %  ytydr305c
-0.6,-0.76,-0.12,-0.38,-0.15,1.41,-0.22,-0.06,-0.48,0.03,-0.35,-0.17,0.36,-0.02,0.18,-0.26,-0.03,0.03,-0.37,-0.02,?,0.12,0.06,0.38,-0.13,-0.26,-0.33,-0.36,0.87,0.12,-0.14,0.07,0.21,0.25,0.16,0.14,0.27,-0.16,-0.27,-0.57,-0.22,0,0.21,-0.1,-0.13,-0.08,0.03,0.23,-0.59,-0.17,-0.69,0.06,-0.16,0.18,0.32,0.01,0.07,0.02,-0.33,?,0.19,0.37,0.47,0.05,-0.19,-0.12,?,-0.12,-0.22,0.11,0.07,0.08,0.14,-0.2,0.09,0.2,0.11,4/5/1/1@40/10/0/0 %  ytydr308c
-0.79,-0.09,-0.23,-0.34,-0.13,-0.79,-0.73,-0.04,-0.22,-0.04,-0.04,0.12,0.57,0.23,0.64,0.08,0.08,0.03,-0.22,0.38,-0.11,0.2,0.96,1.06,0.4,-0.01,-0.73,0.1,0.16,0.45,-0.37,0.29,-0.19,0.22,-0.55,0.17,-0.43,0.31,-0.75,-0.11,-1.18,0.6,-0.55,0.17,-0.1,0.09,-0.69,0.38,0.34,-0.13,-0.2,0.21,0.13,-0.53,-0.14,0.55,-0.12,-0.2,-0.24,?,0.02,0.2,0.41,-1.22,-0.01,0.23,0.16,0.55,0.47,0.38,0.09,-0.16,0.32,0,-0.27,-0.45,-0.09,14/4/3/3 %  ytydr312w
-0.1,?,-0.32,-0.34,-0.13,?,0.07,0.29,0.05,0.11,-0.13,-0.12,0.18,-0.08,0.1,-0.15,0.17,-0.1,-0.05,-0.02,-0.15,-0.02,0.31,0.08,0,0.2,?,-0.45,?,-0.2,?,-0.41,1.69,?,?,0.22,?,-0.41,?,-0.22,?,?,?,-1.14,0.2,0.11,0.56,-0.2,-0.42,-0.07,-0.05,0.08,-0.15,-0.01,0.18,-0.37,0.04,0.16,-0.15,0.1,?,-0.04,0.34,0.35,0.17,0.35,0.07,-0.35,-0.18,0.07,-0.44,-0.24,-0.15,0.14,-0.01,0.04,0.18,10/1/1/0 %  ytydr315c
0.06,-1.18,?,-0.45,-0.19,-0.32,0.21,-0.45,0.24,0.21,0.01,0.02,0.05,-0.14,1.02,-0.41,-0.19,-0.29,0.26,-0.09,0.07,?,-0.22,-0.16,-0.26,?,-0.02,?,0.1,?,0.08,?,-0.44,1.17,-0.21,?,0.26,?,?,?,0.13,-0.44,?,?,?,?,0.37,0.09,-0.58,0.33,-0.32,0.33,0.31,0.17,0.48,-0.85,-0.46,-0.19,0.22,0.15,-0.01,0.4,-0.43,0.03,0.01,0.01,0.01,0.44,-0.43,-0.17,0.09,0.03,0.09,-0.15,0.09,-0.08,0.05,40/22/0/0@40/25/0/0@6/4/0/0@8/13/0/0 %  ytydr323c
0.2,-0.07,-0.23,0.14,-0.41,-0.43,-0.02,-0.31,0.47,0.39,0.1,-0.03,0.06,-0.43,1.09,-0.54,-0.16,-0.38,0.48,0.03,0.09,?,?,?,?,?,-0.57,?,?,?,?,-0.33,?,0.78,-0.7,?,?,?,?,?,0.14,0.67,?,?,?,?,-0.56,0.16,-0.16,0.01,0.2,0.59,0.33,-0.13,-0.08,-0.6,-0.59,-0.33,0.05,0.59,?,0.56,-0.04,-0.25,-0.39,-0.27,-0.16,0.03,-0.3,-0.1,0.18,0.33,0.26,0.03,0.36,0.26,0.02,3/3/4/3 %  ytydr325w
0.01,0.01,-0.07,0.19,-0.03,0.03,-0.15,0.08,?,0.14,0.16,-0.03,-0.07,0.14,-0.21,-0.03,0.07,-0.15,-0.21,-0.03,0.41,-0.12,-0.19,0.24,0.2,0.08,0.04,0.08,-0.23,0.13,-0.38,0.36,-0.36,0.7,-0.58,0.24,-0.01,0.17,-0.25,0.02,-0.28,-0.53,-0.42,0.53,0.11,0.35,0.02,-0.46,-0.27,-0.21,0.5,0.03,-0.06,0.07,-0.14,-0.03,0.13,0.16,-0.28,?,-0.04,0.37,0.23,0.88,0.39,-0.07,-0.22,-0.48,-0.27,-0.27,-0.09,0.16,-0.06,-0.07,0.26,0.01,-0.16,40/19/0/0@8/10/0/0 %  ytydr329c
-0.25,0.21,0.53,-0.34,-0.13,?,-0.25,0.13,-0.25,0.1,-0.31,0.02,0.33,0.01,0.33,-0.1,0.05,-0.17,0.03,0.26,-0.14,0.09,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.42,-0.24,0.17,0.09,0.3,-0.24,0.15,-0.16,-0.27,0.04,-0.04,?,-0.27,0.29,0.19,0.17,0.25,-0.94,0,0.09,0.16,0.22,0.49,0.45,0,-0.08,0.12,0.37,-0.2,-0.49,-0.2,40/3/0/0@5/10/0/0 %  ytydr341c
-0.89,-1.79,-0.27,-0.84,0.29,1.42,0.97,0.24,?,-0.34,-0.01,-0.58,-0.4,-0.18,-0.09,-0.06,0.35,-0.4,-0.03,-0.53,-0.32,-0.32,-1.15,-0.79,-0.95,0.11,0.26,0.29,0.05,0.63,0.77,0.68,0.25,-0.04,0.09,-2.07,0.66,-0.21,0.47,-2,0.81,-0.22,0.94,0.57,0.22,0.6,0.14,-0.93,-0.65,0.28,0.09,-0.12,-0.22,-0.25,0.18,0.47,0.42,0.11,-0.27,?,0.09,0.09,0.58,0.03,0.36,-0.36,-0.5,-0.36,-0.42,-0.38,-0.24,0.39,0.45,0.31,0.65,0.31,-0.22,1/5/7/0@40/2/0/0@67/7/0/0@8/19/0/0 %  ytydr343c
-0.67,-1.84,-0.42,-0.74,0.35,0.2,0.18,-0.28,?,-0.52,0.17,-0.37,-0.07,0.01,0.29,0.12,0.47,-0.04,0.09,-0.38,0.01,-0.24,-0.5,0.12,-0.13,0.39,0.75,0.1,0.35,0.3,0.77,0.4,0.17,-0.05,-0.08,-0.37,0.19,0.05,0.81,0.04,0.48,-0.97,-0.01,-0.7,-1.03,-1.09,-0.46,-0.99,0.04,0.45,0.3,-0.14,-0.01,-0.2,-0.06,1.1,0.47,?,-0.54,-0.3,-0.05,-0.22,0.6,0.43,0.3,-0.52,-0.85,-0.45,-0.8,-0.56,-0.22,0.42,0.53,0.48,0.76,0.5,-0.01,1/5/7/0@40/2/0/0@67/7/0/0@8/19/0/0 %  ytydr345c
-0.2,-0.03,-0.17,-0.2,0.13,-0.07,0.01,-0.06,?,-0.25,1.03,-0.23,0.04,-0.07,-0.07,-0.01,0.3,-0.19,-0.04,-0.21,-0.19,-0.11,0.23,-0.13,-0.53,-0.18,-0.3,-0.08,-0.46,0.02,-0.09,0.59,-0.12,0.4,-0.26,0.31,0.05,0.08,0.13,0.28,0.04,-0.34,0.06,0.2,0.04,0.08,0.22,0.51,-0.6,-0.32,-0.17,0.02,-0.66,-0.05,0.04,0.12,0.37,0.24,-0.14,?,-0.08,0.31,0.21,-0.82,-0.55,-0.49,-0.2,-0.01,-0.17,0.15,0.15,0.38,0.58,0.02,0.51,0.46,-0.01,40/16/0/0@5/1/0/0 %  ytydr347w
