@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0 numeric
@ATTRIBUTE alpha_7 numeric
@ATTRIBUTE alpha_14 numeric
@ATTRIBUTE alpha_21 numeric
@ATTRIBUTE alpha_28 numeric
@ATTRIBUTE alpha_35 numeric
@ATTRIBUTE alpha_42 numeric
@ATTRIBUTE alpha_49 numeric
@ATTRIBUTE alpha_56 numeric
@ATTRIBUTE alpha_63 numeric
@ATTRIBUTE alpha_70 numeric
@ATTRIBUTE alpha_77 numeric
@ATTRIBUTE alpha_84 numeric
@ATTRIBUTE alpha_91 numeric
@ATTRIBUTE alpha_98 numeric
@ATTRIBUTE alpha_105 numeric
@ATTRIBUTE alpha_112 numeric
@ATTRIBUTE alpha_119 numeric
@ATTRIBUTE elu_0 numeric
@ATTRIBUTE elu_30 numeric
@ATTRIBUTE elu_60 numeric
@ATTRIBUTE elu_90 numeric
@ATTRIBUTE elu_120 numeric
@ATTRIBUTE elu_150 numeric
@ATTRIBUTE elu_180 numeric
@ATTRIBUTE elu_210 numeric
@ATTRIBUTE elu_240 numeric
@ATTRIBUTE elu_270 numeric
@ATTRIBUTE elu_300 numeric
@ATTRIBUTE elu_330 numeric
@ATTRIBUTE elu_360 numeric
@ATTRIBUTE elu_390 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE spo_0 numeric
@ATTRIBUTE spo_2 numeric
@ATTRIBUTE spo_5 numeric
@ATTRIBUTE spo_7 numeric
@ATTRIBUTE spo_9 numeric
@ATTRIBUTE spo_11 numeric
@ATTRIBUTE spo5_2 numeric
@ATTRIBUTE spo5_7 numeric
@ATTRIBUTE spo5_11 numeric
@ATTRIBUTE spo__early numeric
@ATTRIBUTE spo__mid numeric
@ATTRIBUTE heat_0 numeric
@ATTRIBUTE heat_10 numeric
@ATTRIBUTE heat_20 numeric
@ATTRIBUTE heat_40 numeric
@ATTRIBUTE heat_80 numeric
@ATTRIBUTE heat_160 numeric
@ATTRIBUTE dtt_15 numeric
@ATTRIBUTE dtt_30 numeric
@ATTRIBUTE dtt_60 numeric
@ATTRIBUTE dtt_120 numeric
@ATTRIBUTE cold_0 numeric
@ATTRIBUTE cold_20 numeric
@ATTRIBUTE cold_40 numeric
@ATTRIBUTE cold_160 numeric
@ATTRIBUTE diau_540 numeric
@ATTRIBUTE diau_660 numeric
@ATTRIBUTE diau_780 numeric
@ATTRIBUTE diau_900 numeric
@ATTRIBUTE diau_1020 numeric
@ATTRIBUTE diau_1140 numeric
@ATTRIBUTE diau_1260 numeric
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0

@DATA
-0.06,-0.23,0.1,-0.03,-0.2,-0.34,0.01,-0.1,-0.06,0.39,0.12,0.06,-0.34,-0.22,-0.36,0.01,-0.04,-0.04,-0.49,-0.69,-0.45,-0.2,-0.23,0.01,-0.06,0.25,0.33,0.38,0.03,0.18,0.01,0.01,0.28,0.37,-0.15,-0.2,0.24,0.41,0.52,0.23,0.12,0.29,0.29,-0.22,0.66,0.48,0.3,-0.2,0.31,1.35,1.01,0.7,0.26,-1.43,-0.94,-1.6,0.89,2.03,0.1,0.82,0.03,0.56,0.18,-0.45,-0.97,-0.62,-0.49,-0.64,0.11,0.39,0.39,0.86,-0.2,-0.51,-0.51,0.18,-0.2,0.52,-0.3,3/1/3/0@4/5/1/1@40/16/0/0 %  ytyfl036w
0.65,0.42,0.78,0.26,0.6,0.28,0.31,-0.2,-0.2,0.07,0.44,0.2,0.32,0.03,0.15,-0.34,?,-0.18,-0.04,-0.43,-0.56,-0.6,-0.32,-0.84,-0.67,-0.42,-0.38,-0.47,-0.49,-0.36,-0.27,-0.27,0.04,1.12,0.21,-0.03,-1,0.06,0.6,-0.03,-0.04,0.03,-0.01,0.46,0.49,0.28,0.42,-0.45,0.56,1.24,1.34,1.2,1,-0.71,0.18,-0.51,1.32,1.06,0.12,0.84,0.25,0.1,0.25,-0.32,0.1,-0.4,0.04,-0.1,-0.3,0.89,0.6,-0.27,-0.01,-0.1,-0.06,-0.06,-0.1,0.72,0.28,1/5/7/0@40/2/0/0@67/7/0/0@8/19/0/0 %  ytyjl219w
-0.67,?,-0.2,-0.15,-0.43,-0.07,-0.58,-0.4,-0.15,0.21,0.18,-0.27,-0.07,-0.54,-0.69,-0.23,-0.38,-0.27,-0.12,0.33,0.58,-0.49,-0.94,-1.51,-0.54,0.39,0.59,0.18,0.07,0.87,1.3,0.63,-0.18,0.11,-0.15,-0.45,-0.54,-0.29,-0.25,-0.06,0.28,-0.14,-0.06,0.62,-0.4,-0.6,-0.47,0.23,1.58,1.33,0.9,1.71,2.54,0.7,-0.6,0.85,2.16,1.93,-0.06,-0.29,-0.38,-0.29,-0.07,0.21,-0.49,-0.6,-0.84,-0.29,-0.29,0.39,-0.07,0.41,-0.64,-0.18,0.2,-0.47,-1.03,0.67,0.94,11/7/0/0@40/19/0/0 %  ytydr256c
?,-0.17,0.14,-0.27,-0.06,-0.06,0.16,-0.12,-0.22,-0.42,-0.42,-0.49,-0.29,-0.2,-0.18,-0.12,-0.01,?,-0.29,-0.47,-0.36,-0.45,-0.38,-0.62,-0.34,-0.34,-0.45,-0.45,-0.74,-0.4,-0.79,-0.25,-0.42,-0.04,-0.42,-0.49,-0.34,-0.18,-0.45,0.14,0.01,-0.79,-0.38,0.19,-1.15,-0.12,-0.6,-0.56,0.73,0.43,0.9,0.45,0.16,-0.03,-0.43,0.29,1.56,1.39,-0.09,0.2,-0.04,0.26,0.25,0.64,-0.36,-0.32,-0.45,-0.4,0.23,0.51,0.34,0.38,-0.36,-0.09,0.21,-0.79,-0.62,0.57,0.45,13/1/1/99@13/1/3/99@40/2/0/0@67/4/1/2@67/4/7/0 %  ytyhl016c
-0.04,-0.34,?,?,0.04,-0.32,0.03,-0.15,-0.23,-0.22,-0.18,-0.12,-0.06,-0.23,-0.14,-0.34,-0.42,0.21,0.07,-0.58,-0.14,-0.06,0.23,0.16,-0.03,-0.17,-0.34,-0.27,-0.06,-0.58,-1.36,-0.27,0.23,0.39,0.31,-0.14,-0.1,-0.1,0.21,0.14,-0.1,-0.06,-0.49,-1.09,-0.2,-0.17,-0.25,-0.51,0.93,1.73,1.84,1.61,1.28,-1.25,-0.34,-1.12,0.87,2.12,0.18,-1.06,0.26,0.1,-0.71,?,-0.2,-0.27,-0.81,-0.43,0.45,0.55,?,?,-0.22,0.11,0.03,-0.3,-0.51,0.1,-0.51,3/1/5/1@4/5/1/1@40/10/0/0 %  ytypl122c
0.12,?,0.03,-0.2,0.03,-0.04,0.01,0.03,-0.04,0.12,-0.29,-0.47,0.11,-0.29,-0.23,-0.22,-0.12,-0.1,0.07,-0.32,-0.2,0.11,-0.32,-0.54,-0.34,-0.15,0.12,-0.09,-0.06,-0.42,-1.29,-0.47,-0.67,-0.38,-0.27,0.15,-0.67,-0.64,-0.56,-0.23,0.31,-0.45,-0.6,-0.15,-0.84,-0.67,-0.79,-0.47,1.07,1.14,1.38,0.48,0.18,-0.22,-0.54,-1.56,2.51,1.51,0.54,-0.1,0.1,0.57,-0.45,0.87,-0.92,-0.15,-0.56,-1.15,0.26,0.82,1.05,0.54,-0.01,-0.09,0.15,-0.01,-0.36,-0.17,0.38,4/5/1/4 %  ytyhr154w
0.37,0.43,0.12,0.01,-0.17,0.11,-0.15,-0.22,-0.12,0.08,-0.03,0.21,0.07,-0.27,-0.25,-0.23,-0.4,-0.17,-0.32,-0.2,0.16,-0.29,-0.1,-0.36,-0.36,0.01,-0.15,-0.22,-0.12,-0.06,-0.45,0.07,-0.18,0.66,0.07,-0.23,-0.34,-0.17,-0.38,-0.56,-0.22,-0.17,-0.38,0.21,-0.29,-0.1,0.06,-0.18,0.4,1.14,1.4,1.23,1.08,-0.38,0.14,-0.29,1.28,1.37,0.37,0.45,0.11,-0.04,0.3,0.14,-0.18,-0.36,0.15,0.07,0.12,0.5,0.57,-0.04,-0.79,-0.56,0.12,-0.58,-0.69,0.41,0.32,1/5/7/0@40/2/0/0@67/7/0/0@8/19/0/0 %  ytyil170w
-0.3,-0.01,-0.01,-0.14,-0.15,-0.18,0.1,-0.09,-0.07,-0.34,-0.36,-0.22,-0.3,-0.49,-0.22,-0.3,-0.07,0.6,0.08,-0.81,-0.34,0.06,-0.06,-0.3,-0.23,-0.54,-0.56,-0.67,-0.45,-0.62,-0.79,-0.54,-0.29,-0.47,-0.32,-0.42,-0.42,-0.38,-0.45,-0.15,-0.38,-0.71,-0.97,-1.03,-0.09,-0.12,-0.18,-0.45,1.4,1.96,1.84,1.4,1.1,-0.51,-0.3,-1.06,1.83,2.32,0.24,0.41,0.5,0.51,-0.25,?,-0.03,-0.29,?,-1.06,0.28,1.12,?,0.07,-0.07,-0.09,0.25,0.1,0.04,0.7,0.16,6/13/99/0@8/13/0/0@8/7/0/0 %  ytypl120w
-0.22,0.12,-0.06,-0.14,-0.51,-0.14,-0.27,?,-0.09,0.34,0.12,0.15,-0.25,-0.34,-0.25,-0.01,-0.42,-0.07,-0.07,0.43,0.34,0.19,-0.56,-0.22,0.01,-0.06,0.07,0.08,0.42,0.11,0.29,0.04,-0.79,-0.22,-0.64,-0.84,-0.92,-0.17,-0.89,-0.29,0.73,-0.29,-0.67,0.57,-0.62,-0.3,-0.94,0.04,1.19,1.86,2.65,2.77,3.22,-0.94,0.54,0.6,2.15,3.29,0.04,0.96,0.43,0.77,0.54,0.33,-0.67,-0.22,-0.12,-0.32,-0.14,0.49,0.14,1.06,-0.09,-0.12,-0.06,-0.25,-0.54,0.74,0.87,14/4/3/5@40/3/0/0@6/13/4/0@8/13/0/0 %  ytygl180w
-0.69,0.19,-0.23,-0.3,-0.56,-0.04,-0.51,-0.25,-0.27,-0.38,-0.04,-0.36,-0.1,-0.17,-0.42,-0.12,-0.47,-0.2,0.11,0.04,0.31,-0.47,?,-0.29,-0.06,-0.43,-0.49,-0.42,-0.1,-1,-0.51,-0.25,-0.6,-0.76,-0.76,-0.71,-0.79,-0.69,-0.09,0.72,0.21,-0.94,-0.38,0.21,-0.4,0.49,0.38,-0.14,1.7,?,?,3.41,?,-1.79,-0.18,-1.12,2.68,3.39,0.3,-0.36,0.11,0.11,0.42,0.01,-0.47,-0.15,-0.56,-1.09,-0.01,0.64,0.53,-0.23,-0.76,0.18,-0.36,-0.34,-0.54,0.95,0.81,3/3/2/0@40/10/0/0 %  ytydl154w
-0.25,0.23,-0.07,-0.06,-0.07,-0.12,-0.38,0.03,0.15,-0.23,0.28,-0.15,0.03,-0.17,?,0.2,-0.2,0.08,-0.01,-0.1,0.2,0.19,-0.17,-0.12,-0.15,-0.3,-0.17,-0.32,-0.15,-0.22,-0.94,-0.1,-0.4,-0.14,-0.09,-0.36,-0.45,-0.25,-0.51,-0.01,-0.01,-0.38,-0.2,0.88,-0.12,-0.3,0.03,-0.17,?,1.13,1.29,0.97,0.97,-0.94,0.26,-0.45,0.82,1.52,0.06,-0.36,0.12,0.04,0.15,0.01,-0.38,-0.06,-0.12,-0.3,-0.1,0.39,0.56,0.2,-0.2,0.18,0.2,-0.01,-0.15,0.65,0.81,1/1/4/0@14/4/3/5@4/5/1/4@40/10/0/0 %  ytydr173c
1.66,0.82,-0.69,-0.64,-0.3,-0.18,-0.03,-0.6,-0.42,-0.4,-0.51,-0.27,-0.14,-0.54,-0.3,-0.4,?,-0.38,0.37,-0.47,-0.38,-0.38,-0.51,-0.22,-0.45,-0.22,-0.22,-0.18,-0.03,-0.27,-0.79,-0.64,-0.23,-0.3,-0.23,0.12,-0.04,-0.04,-0.43,0.01,0.31,0.14,-0.14,-0.67,-0.51,-0.42,-0.42,-0.56,0.71,1.53,1.86,1.17,1.07,-0.81,-0.4,-1.15,1.83,2.67,-0.09,0.54,0.12,-0.2,0.41,0.12,-0.56,-0.42,-0.29,-0.14,-0.2,-0.12,0.53,0.19,-0.09,0.2,0.61,0.11,-0.09,0.87,1.13,14/4/3/5@4/5/1/4@40/10/0/0 %  ytygl192w
-0.25,0.14,-0.06,0.08,-0.27,-0.43,-0.03,-0.09,-0.15,-0.23,-0.45,-0.32,0.11,-0.03,-0.23,-0.3,-0.38,-0.22,-0.32,-0.32,-0.22,-0.62,-0.64,-0.49,-0.25,-0.47,-0.45,-0.2,-0.25,-0.29,-0.54,-0.36,-0.29,-0.07,-0.43,-0.42,-0.54,-0.14,-0.38,-0.12,-0.14,-0.45,-0.22,0.19,-0.6,-0.32,-0.4,-0.47,0.65,1.46,1.25,0.51,0.19,-0.79,-0.22,-1.25,2.44,3.3,0.52,-0.04,0.54,0.01,0.44,?,-0.51,-0.34,-0.14,-0.81,0.03,0.12,0.44,0.15,-0.12,-0.25,-0.12,-0.2,-0.42,1.05,0.82,1/6/4/0@14/4/3/5@3/3/1/0@4/5/1/4@40/10/0/0 %  ytynl012w
-0.38,-0.14,0.15,0.33,-0.03,0.04,-0.07,-0.1,-0.81,-0.6,-0.22,-0.03,-0.01,-0.18,-0.38,-0.49,-1.36,-0.45,0.63,0.34,0.3,0.23,-0.06,0.18,0.1,-0.06,-0.29,-0.18,-0.2,-0.29,-0.47,-0.17,-0.25,0.61,0.31,-0.07,-1.18,-0.49,-0.04,0.2,0.33,-0.32,-1.09,0.01,-0.07,-0.36,-0.36,-0.06,1.26,1.77,1.43,1.06,0.93,-0.54,-0.14,-0.81,1.69,2.05,-0.14,0.42,0.24,0.23,0.2,1.41,-0.29,-0.1,-0.43,-0.34,-0.3,0.3,0.77,1.1,-0.06,0.2,0.23,-0.32,-0.32,0.39,0.39,3/1/5/1@3/3/2/0@40/10/0/0 %  ytygl163c
0.04,0.11,-0.07,0.29,-0.15,-0.17,-0.34,-0.25,-0.4,0.07,-0.36,-0.09,0.19,-0.34,-0.47,-0.18,-0.23,-0.27,-0.32,-0.49,-0.2,-0.56,-0.54,-0.38,-0.29,-0.47,-0.29,-0.32,-0.15,-0.23,-1.25,-0.17,-0.23,-0.6,-0.23,-1.09,-0.92,-1.18,-0.47,-0.38,-0.32,-0.76,-0.84,0.04,-0.69,-0.47,-0.79,-0.2,0.62,1.45,1.79,1.1,0.36,-0.62,0.07,-0.84,1.68,1.58,0.03,1.44,0.21,0.72,0.19,0.37,-0.92,-0.58,-1,-1.22,0.04,0.48,0.98,0.46,-0.94,-0.43,-0.23,-0.34,-0.4,0.66,0.38,1/5/1/0@11/1/0/0 %  ytyfl053w
-0.34,-0.04,-0.1,-0.22,0.31,-0.27,-0.32,0.3,-0.2,-0.04,-0.03,0.11,-0.51,-0.42,-0.2,0.42,-0.38,0.38,-0.49,-0.58,-0.38,-0.34,-0.2,-0.74,-0.86,-0.58,-0.58,-0.6,-0.6,-0.86,-0.62,-0.62,-0.2,-0.22,-0.17,-0.51,-0.94,-0.84,-1.56,-0.17,-0.22,-0.29,-0.56,0.04,-1,-0.79,-0.74,0.03,1.51,2.34,2.09,1.49,1.34,-0.97,-0.92,-1.89,3.32,3.34,1.4,-0.51,0.01,-0.58,-0.1,0.42,-0.45,-0.32,-1.22,-0.94,-0.06,0.07,-0.15,0.31,-0.18,0.86,0.23,-0.54,-1,-1,-1,3/3/1/0@40/10/0/0 %  ytybr186w
0.42,0.04,0.45,-0.04,0.31,-0.06,-0.09,0.1,0.21,0.14,0.77,0.03,-0.12,-0.27,0.62,0.41,-0.27,0.21,-0.3,-0.04,0.4,-0.03,-0.29,-0.34,-0.3,-0.01,-0.03,0.03,-0.49,-0.1,0.14,0.01,-0.6,-0.76,-0.92,0.08,-0.54,-0.27,-0.06,-0.12,-0.42,-0.3,-0.27,-0.89,-0.04,0.03,-0.62,-0.27,1.34,1.68,1.46,1.01,0.49,-0.74,-0.97,-2.06,2.29,2.56,-0.06,0.38,-0.1,0.36,-0.07,0.04,-0.43,-0.34,-0.67,-0.27,0.25,0.18,0.21,0.77,-0.03,0.16,-0.06,-0.12,-0.15,-0.34,-0.22,30/1/0/0 %  ytyhl030w
-0.29,0.06,0.18,0.07,0.23,-0.06,-0.14,0.08,-0.12,-0.27,0.23,-0.36,0.31,-0.1,0.36,0.34,-0.38,-0.14,-0.4,-0.38,-0.38,0.67,0.01,0.23,0.06,-0.09,-0.36,-0.1,-0.42,-0.34,-0.43,-0.29,-0.67,-0.03,0.3,-0.04,-0.97,-1.4,-0.81,-0.2,0.2,-0.2,-0.86,-0.97,-0.84,-0.71,-0.43,-0.3,1.53,1.37,0.97,0.94,1.24,-0.32,-0.22,-0.42,2.01,1.86,-0.07,-0.42,0.04,0.15,-0.74,0.18,-0.67,-0.38,-1.25,-0.62,0.1,0.48,0.46,-0.23,?,-0.25,0.25,-0.23,-0.42,0.24,-0.04,3/3/1/3@40/10/0/0 %  ytygr188c
?,-0.74,?,-0.14,-0.34,-0.6,-0.23,-0.01,-0.36,-0.07,-0.27,-0.22,-0.32,-0.56,-0.74,-0.62,-0.15,0.51,-0.38,-0.94,-0.74,-0.32,-0.38,0.01,-0.43,-0.1,-0.17,-0.2,-0.3,-0.23,-0.76,-0.1,-0.45,-0.4,-0.17,-0.49,-0.64,-0.38,-0.6,-0.84,-0.38,-1.03,-0.86,-0.29,-0.34,-0.4,-0.56,-0.45,0.92,0.84,1.08,0.57,0.43,?,-0.58,-1.25,1.49,1.92,0.01,-0.2,0.01,0.31,-0.06,?,-0.42,-0.71,0.14,0.15,-0.07,0.48,-0.03,-0.04,?,-0.17,0.31,-0.27,-0.47,0.15,-0.22,11/1/0/0@3/1/5/1@3/3/1/3 %  ytypl194w
-0.34,-0.47,-0.45,-0.4,-0.25,-0.47,-0.27,-0.42,-0.49,-0.32,-0.64,-0.17,-0.43,-0.62,-0.54,-0.49,-0.23,0.21,0.16,-0.51,-1.03,-0.76,-0.6,-0.43,-0.71,-0.23,-0.2,-0.27,-0.22,-0.25,-0.3,-0.17,-0.09,0.03,-0.43,0.01,0.01,0.21,-0.06,0.49,0.56,-0.25,0.07,0.19,-0.06,0.56,0.06,-0.3,1.21,1.04,0.79,0.26,0.24,0.01,-0.62,-1.15,1.15,1.55,-0.27,0.07,-0.06,0.5,0.14,0.43,-0.62,-0.17,-0.76,-0.67,-0.49,0.29,0.58,-0.2,-0.34,0.11,0.4,0.01,0.07,0.84,0.4,1/1/10/0@40/16/0/0 %  ytyor040w
1.21,0.03,0.3,0.11,0.24,0.28,0.78,0.28,-0.06,-0.01,-0.06,0.25,-0.09,0.85,-0.47,0.03,0.4,0.15,-0.34,0.25,-0.29,-0.81,-1.43,-1,-0.32,0.15,0.66,0.43,0.26,1.1,1.08,0.56,0.25,0.5,0.36,0.24,0.39,0.52,0.32,0.28,0.59,0.15,0.42,0.34,0.39,0.34,0.45,-0.23,2.39,2.31,1.93,1.06,1.32,0.3,-0.71,-1.79,2.17,1.7,-0.12,0.58,0.31,0.25,-0.06,0.97,-0.64,-0.32,-0.64,-0.45,-0.15,0.72,0.04,0.4,-0.54,-0.3,0.3,-0.36,-0.64,1.59,2.12,1/6/1/0@40/16/0/0@40/19/0/0@8/10/0/0@8/4/0/0 %  ytyml042w
-0.22,0.66,0.1,0.11,0.12,0.04,0.11,-0.23,-0.14,-0.51,-0.36,-0.47,0.01,-0.81,-0.07,-0.34,-0.42,0.11,-1.43,0.48,-0.43,-0.15,-1.29,-1.32,-0.32,0.74,1.17,0.83,-0.27,0.92,1.24,0.74,-0.54,-0.29,-0.38,-0.49,-0.92,-0.67,-0.6,-0.71,-1.22,?,-0.92,0.56,-0.76,-0.6,-0.84,0.51,1.9,1.7,1.35,-0.03,-0.23,0.55,-0.2,-1.6,2.74,2,0.42,0.49,0.15,0.44,-0.38,0.55,-0.94,-0.4,-0.4,-0.79,0.11,0.76,0.6,0.33,-0.67,-0.18,?,-0.18,-0.3,1.47,3.7,1/5/1/0@2/99/0/0@30/1/0/0@40/16/0/0@40/19/0/0 %  ytyal054c
0.2,0.14,0.2,0.3,0.08,?,0.12,-0.04,-0.15,-0.07,-0.27,-0.09,-0.09,-0.07,-0.09,0.11,0.08,0.08,0.29,0.1,0.04,-0.06,-0.09,0.28,-0.06,0.4,0.4,0.38,0.04,0.2,0.23,0.3,-0.56,-0.58,-0.49,-0.3,0.01,-0.18,-0.62,-0.4,-0.12,-0.1,-0.27,-0.06,-0.51,-0.43,-0.56,-0.23,0.75,0.82,0.43,0.75,0.36,-0.09,-0.67,-0.89,0.99,1.12,0.03,0.26,?,-0.06,-0.09,-0.03,-0.51,-0.64,?,-0.25,0.18,-0.1,0.52,0.99,0.11,-0.04,0.18,-0.17,-0.32,-0.07,-0.1,11/1/0/0@14/4/3/5@40/2/0/0@6/13/1/0@6/7/0/0 %  ytyer125w
0.16,0.1,0.86,1.01,0.99,1.23,1.86,1.41,1.51,0.88,1.04,1.06,1.04,0.44,0.72,0.75,0.95,0.88,0.83,0.9,0.77,0.8,0.48,0.32,0.36,0.14,-0.2,-0.79,-0.17,-0.18,-0.22,-0.03,-0.56,-0.45,-0.22,0.24,0.84,0.82,0.23,0.28,0.19,0.1,0.03,-0.42,-0.69,-0.6,-0.58,-0.25,2.32,2.73,2.15,1.42,1.05,-0.54,-0.34,-1.84,3.4,3.74,0.51,0.98,1.84,0.21,-1.29,1.78,-0.67,-0.62,0.15,-0.09,0.77,0.44,1.53,0.42,0.15,-0.07,-0.43,-0.94,-0.79,0.33,0.42,1/1/10/0@1/2/4/0@40/3/0/0 %  ytypl111w
-0.34,0.01,-0.22,-1.36,-1.25,-0.18,-0.29,-0.09,-0.6,-0.38,-1.03,-0.36,-0.22,-0.36,-0.69,-0.29,-0.45,-0.67,-0.04,0.18,0.24,-0.51,-0.06,-0.09,-0.64,-0.18,0.18,-0.3,-0.06,-0.43,-0.67,0.07,-1,-0.15,0.4,0.18,-0.1,-0.4,-0.62,-0.15,0.14,0.04,-0.3,-0.34,-0.14,-0.12,-0.09,-0.09,0.63,1.14,0.9,0.24,0.25,-0.36,-0.17,-0.79,1.26,2.15,-0.07,-0.27,0.31,0.15,-0.01,0.74,-0.09,0.12,-0.79,-0.04,-0.54,1.05,0.1,-0.03,-0.2,-0.36,0.21,-0.22,-0.27,0.3,-0.38,3/1/5/1@3/3/1/3@30/1/0/0 %  ytylr288c
-0.3,-0.15,-0.17,-0.15,-0.43,-0.43,-0.49,-0.18,0.07,0.12,0.01,-0.27,-0.09,-0.18,-0.43,-0.14,-0.25,?,0.48,-0.51,-0.29,-0.36,-0.3,-0.56,-0.09,-0.07,-0.01,-0.04,-0.12,-0.36,-0.38,-0.01,0.28,0.23,0.06,0.21,0.04,0.1,0.08,0.19,-0.27,0.14,-0.14,0.18,-0.25,-0.49,-0.47,-0.18,0.64,0.42,0.75,0.42,0.57,0.14,-0.06,-0.51,0.99,1.4,0.42,-0.1,-0.14,-0.62,-0.3,-0.23,-0.47,-0.67,-0.67,-0.23,-0.36,0.34,0.11,0.36,-0.6,-0.43,0.03,-0.67,-0.56,0.74,0.18,30/3/0/0@40/19/0/0@40/3/0/0@6/4/0/0@8/10/0/0 %  ytydr142c
